word	cl100k	o200k	saved	score_per_1M	freq_per_1M
lawmaker	1	2	1	1.2	1.17
leningrad	3	2	1	1.2	1.17
lerner	2	2	1	1.2	1.17
lolita	2	2	1	1.2	1.17
loner	2	2	1	1.2	1.17
longed	2	2	1	1.2	1.17
loyola	3	2	1	1.2	1.17
lukaku	2	2	1	1.2	1.17
mariana	2	2	1	1.2	1.17
mca	2	2	1	1.2	1.17
mimicking	2	2	1	1.2	1.17
mistook	2	2	1	1.2	1.17
mogul	1	2	1	1.2	1.17
moles	2	2	1	1.2	1.17
mornin	3	2	1	1.2	1.17
motorist	2	2	1	1.2	1.17
muriel	3	2	1	1.2	1.17
mysticism	2	2	1	1.2	1.17
nagar	2	2	1	1.2	1.17
nauseous	2	2	1	1.2	1.17
naïve	2	2	1	1.2	1.17
nicks	2	2	1	1.2	1.17
nimble	2	2	1	1.2	1.17
nomad	2	2	1	1.2	1.17
nrc	2	2	1	1.2	1.17
objectionable	2	2	1	1.2	1.17
oncoming	2	2	1	1.2	1.17
opportunistic	2	2	1	1.2	1.17
orson	2	2	1	1.2	1.17
otters	2	2	1	1.2	1.17
outlying	2	2	1	1.2	1.17
paraphrase	2	2	1	1.2	1.17
pathfinder	2	2	1	1.2	1.17
pedagogical	3	2	1	1.2	1.17
pediatrician	2	2	1	1.2	1.17
pegged	2	2	1	1.2	1.17
pelican	2	2	1	1.2	1.17
pembroke	2	2	1	1.2	1.17
persians	2	2	1	1.2	1.17
polluting	2	2	1	1.2	1.17
ponytail	2	2	1	1.2	1.17
poplar	2	2	1	1.2	1.17
projectiles	1	2	1	1.2	1.17
pubic	2	2	1	1.2	1.17
publicist	2	2	1	1.2	1.17
purses	2	2	1	1.2	1.17
rabbis	3	2	1	1.2	1.17
raman	2	2	1	1.2	1.17
ranchers	2	2	1	1.2	1.17
rarest	2	2	1	1.2	1.17
rascal	2	2	1	1.2	1.17
reared	2	2	1	1.2	1.17
refuted	2	2	1	1.2	1.17
resented	2	2	1	1.2	1.17
reza	2	2	1	1.2	1.17
rioters	2	2	1	1.2	1.17
rizzo	2	2	1	1.2	1.17
robins	2	2	1	1.2	1.17
roosters	3	2	1	1.2	1.17
roper	2	2	1	1.2	1.17
rosters	2	2	1	1.2	1.17
sacking	2	2	1	1.2	1.17
scarring	2	2	1	1.2	1.17
scheming	2	2	1	1.2	1.17
scorched	2	2	1	1.2	1.17
scotus	3	2	1	1.2	1.17
seatbelt	2	2	1	1.2	1.17
shank	2	2	1	1.2	1.17
sharpened	2	2	1	1.2	1.17
silverman	2	2	1	1.2	1.17
skeptics	2	2	1	1.2	1.17
slashing	1	2	1	1.2	1.17
sledge	2	2	1	1.2	1.17
slotted	2	2	1	1.2	1.17
smes	2	2	1	1.2	1.17
sociopath	2	2	1	1.2	1.17
sonya	3	2	1	1.2	1.17
southward	2	2	1	1.2	1.17
sparkly	2	2	1	1.2	1.17
speculating	2	2	1	1.2	1.17
spock	2	2	1	1.2	1.17
sponges	3	2	1	1.2	1.17
squeaky	2	2	1	1.2	1.17
steamship	2	2	1	1.2	1.17
stinging	2	2	1	1.2	1.17
subbed	2	2	1	1.2	1.17
summoning	2	2	1	1.2	1.17
swann	2	2	1	1.2	1.17
tatiana	2	2	1	1.2	1.17
telecast	2	2	1	1.2	1.17
thence	2	2	1	1.2	1.17
tiniest	3	2	1	1.2	1.17
totalling	2	2	1	1.2	1.17
trafficked	2	2	1	1.2	1.17
trampled	2	2	1	1.2	1.17
transponder	2	2	1	1.2	1.17
trashy	2	2	1	1.2	1.17
tully	2	2	1	1.2	1.17
umar	2	2	1	1.2	1.17
unholy	2	2	1	1.2	1.17
unregulated	2	2	1	1.2	1.17
upland	2	2	1	1.2	1.17
upped	2	2	1	1.2	1.17
ushered	2	2	1	1.2	1.17
verbatim	2	2	1	1.2	1.17
villiers	2	2	1	1.2	1.17
virgo	2	2	1	1.2	1.17
voiceover	2	2	1	1.2	1.17
willfully	2	2	1	1.2	1.17
worshipping	2	2	1	1.2	1.17
yawn	2	2	1	1.2	1.17
yiddish	3	2	1	1.2	1.17
adrift	2	2	1	1.1	1.15
aegis	2	2	1	1.1	1.15
aiden	2	2	1	1.1	1.15
alleys	2	2	1	1.1	1.15
amphibious	2	2	1	1.1	1.15
anesthetic	2	2	1	1.1	1.15
anglia	2	2	1	1.1	1.15
antiquated	2	2	1	1.1	1.15
apologised	2	2	1	1.1	1.15
aquarius	2	2	1	1.1	1.15
armani	2	2	1	1.1	1.15
ascot	2	2	1	1.1	1.15
aussies	2	2	1	1.1	1.15
averse	2	2	1	1.1	1.15
bandages	2	2	1	1.1	1.15
barges	2	2	1	1.1	1.15
bds	2	2	1	1.1	1.15
beaded	2	2	1	1.1	1.15
beagle	2	2	1	1.1	1.15
beaufort	3	2	1	1.1	1.15
beavers	2	2	1	1.1	1.15
biceps	2	2	1	1.1	1.15
blokes	2	2	1	1.1	1.15
borussia	2	2	1	1.1	1.15
breton	2	2	1	1.1	1.15
broadening	2	2	1	1.1	1.15
caged	2	2	1	1.1	1.15
caine	2	2	1	1.1	1.15
calligraphy	2	2	1	1.1	1.15
capri	2	2	1	1.1	1.15
castes	2	2	1	1.1	1.15
celebratory	2	2	1	1.1	1.15
cfs	2	2	1	1.1	1.15
chao	2	2	1	1.1	1.15
childless	2	2	1	1.1	1.15
chimes	2	2	1	1.1	1.15
clemens	3	2	1	1.1	1.15
clipper	2	2	1	1.1	1.15
clouded	2	2	1	1.1	1.15
cma	2	2	1	1.1	1.15
coalitions	2	2	1	1.1	1.15
coney	2	2	1	1.1	1.15
congregational	2	2	1	1.1	1.15
cooperatives	2	2	1	1.1	1.15
corals	2	2	1	1.1	1.15
corral	2	2	1	1.1	1.15
countering	2	2	1	1.1	1.15
cremation	2	2	1	1.1	1.15
cubans	2	2	1	1.1	1.15
curving	2	2	1	1.1	1.15
deans	2	2	1	1.1	1.15
decked	2	2	1	1.1	1.15
deepened	2	2	1	1.1	1.15
deliberation	2	2	1	1.1	1.15
detonation	2	2	1	1.1	1.15
deviate	2	2	1	1.1	1.15
devolution	2	2	1	1.1	1.15
discharges	2	2	1	1.1	1.15
ditching	2	2	1	1.1	1.15
donkeys	2	2	1	1.1	1.15
dorchester	2	2	1	1.1	1.15
downer	2	2	1	1.1	1.15
dribble	2	2	1	1.1	1.15
duval	2	2	1	1.1	1.15
egalitarian	2	2	1	1.1	1.15
equates	2	2	1	1.1	1.15
ernesto	2	2	1	1.1	1.15
excitedly	2	2	1	1.1	1.15
farthest	2	2	1	1.1	1.15
fateful	2	2	1	1.1	1.15
fatter	2	2	1	1.1	1.15
fedora	2	2	1	1.1	1.15
finley	2	2	1	1.1	1.15
flak	2	2	1	1.1	1.15
flamboyant	3	2	1	1.1	1.15
flamingo	2	2	1	1.1	1.15
foolishness	2	2	1	1.1	1.15
frey	2	2	1	1.1	1.15
furnaces	2	2	1	1.1	1.15
gills	2	2	1	1.1	1.15
gmc	2	2	1	1.1	1.15
hailey	2	2	1	1.1	1.15
harlow	2	2	1	1.1	1.15
harsher	2	2	1	1.1	1.15
hatching	2	2	1	1.1	1.15
hearst	2	2	1	1.1	1.15
hertz	2	2	1	1.1	1.15
hirsch	2	2	1	1.1	1.15
hoboken	2	2	1	1.1	1.15
homegrown	2	2	1	1.1	1.15
horowitz	2	2	1	1.1	1.15
housemates	2	2	1	1.1	1.15
huey	2	2	1	1.1	1.15
humbling	2	2	1	1.1	1.15
hwang	2	2	1	1.1	1.15
hydrocarbons	3	2	1	1.1	1.15
idris	2	2	1	1.1	1.15
impala	2	2	1	1.1	1.15
incognito	2	2	1	1.1	1.15
inhibiting	2	2	1	1.1	1.15
innocuous	2	2	1	1.1	1.15
insofar	2	2	1	1.1	1.15
intrinsically	3	2	1	1.1	1.15
islander	2	2	1	1.1	1.15
ismail	2	2	1	1.1	1.15
janis	2	2	1	1.1	1.15
jesuits	2	2	1	1.1	1.15
jillian	2	2	1	1.1	1.15
khalil	3	2	1	1.1	1.15
leaky	2	2	1	1.1	1.15
lehigh	2	2	1	1.1	1.15
linus	2	2	1	1.1	1.15
lizzy	2	2	1	1.1	1.15
lorna	2	2	1	1.1	1.15
loyalties	3	2	1	1.1	1.15
lynching	2	2	1	1.1	1.15
lynx	2	2	1	1.1	1.15
maddox	3	2	1	1.1	1.15
mainline	2	2	1	1.1	1.15
mainstay	2	2	1	1.1	1.15
marketable	2	2	1	1.1	1.15
marlborough	3	2	1	1.1	1.15
masterful	2	2	1	1.1	1.15
matic	2	2	1	1.1	1.15
mcc	1	2	1	1.1	1.15
millers	2	2	1	1.1	1.15
minivan	2	2	1	1.1	1.15
mistrust	2	2	1	1.1	1.15
modestly	2	2	1	1.1	1.15
moniker	2	2	1	1.1	1.15
mythological	2	2	1	1.1	1.15
ncis	2	2	1	1.1	1.15
needlessly	2	2	1	1.1	1.15
nonviolent	2	2	1	1.1	1.15
nps	2	2	1	1.1	1.15
ozzy	2	2	1	1.1	1.15
palatable	2	2	1	1.1	1.15
parkland	2	2	1	1.1	1.15
pensacola	3	2	1	1.1	1.15
platt	2	2	1	1.1	1.15
plunging	2	2	1	1.1	1.15
pompous	2	2	1	1.1	1.15
portman	2	2	1	1.1	1.15
protruding	2	2	1	1.1	1.15
puig	2	2	1	1.1	1.15
pundit	2	2	1	1.1	1.15
purify	2	2	1	1.1	1.15
quack	2	2	1	1.1	1.15
quarries	2	2	1	1.1	1.15
raged	2	2	1	1.1	1.15
rages	2	2	1	1.1	1.15
regaining	2	2	1	1.1	1.15
rehearsed	2	2	1	1.1	1.15
requiem	2	2	1	1.1	1.15
ringer	2	2	1	1.1	1.15
rockville	2	2	1	1.1	1.15
ronan	3	2	1	1.1	1.15
rooftops	2	2	1	1.1	1.15
rudolf	2	2	1	1.1	1.15
salvaged	2	2	1	1.1	1.15
saucer	2	2	1	1.1	1.15
scrapping	2	2	1	1.1	1.15
scrappy	2	2	1	1.1	1.15
semis	2	2	1	1.1	1.15
serpentine	3	2	1	1.1	1.15
shinji	2	2	1	1.1	1.15
shuffling	2	2	1	1.1	1.15
slough	2	2	1	1.1	1.15
solidified	2	2	1	1.1	1.15
spearheaded	2	2	1	1.1	1.15
spooked	3	2	1	1.1	1.15
sprints	2	2	1	1.1	1.15
stow	2	2	1	1.1	1.15
stylized	2	2	1	1.1	1.15
subdue	2	2	1	1.1	1.15
sumo	2	2	1	1.1	1.15
superbowl	2	2	1	1.1	1.15
surgically	2	2	1	1.1	1.15
susanna	2	2	1	1.1	1.15
syed	2	2	1	1.1	1.15
sympathize	2	2	1	1.1	1.15
talisman	2	2	1	1.1	1.15
tariq	3	2	1	1.1	1.15
thirdly	2	2	1	1.1	1.15
ticked	2	2	1	1.1	1.15
transistors	3	2	1	1.1	1.15
transpired	2	2	1	1.1	1.15
transplanted	3	2	1	1.1	1.15
trish	2	2	1	1.1	1.15
truffle	2	2	1	1.1	1.15
tumultuous	2	2	1	1.1	1.15
ultron	2	2	1	1.1	1.15
unclean	2	2	1	1.1	1.15
unitary	2	2	1	1.1	1.15
usgs	2	2	1	1.1	1.15
vail	2	2	1	1.1	1.15
vedic	2	2	1	1.1	1.15
ventral	2	2	1	1.1	1.15
vibrate	2	2	1	1.1	1.15
vicente	2	2	1	1.1	1.15
waging	2	2	1	1.1	1.15
waitin	2	2	1	1.1	1.15
weirdly	2	2	1	1.1	1.15
whos	2	2	1	1.1	1.15
wildcat	2	2	1	1.1	1.15
worshippers	2	2	1	1.1	1.15
xenophobia	2	2	1	1.1	1.15
xenophobic	2	2	1	1.1	1.15
yuck	2	2	1	1.1	1.15
ajay	2	2	1	1.1	1.12
albino	2	2	1	1.1	1.12
antrim	2	2	1	1.1	1.12
aquaculture	3	2	1	1.1	1.12
argus	2	2	1	1.1	1.12
arrears	3	2	1	1.1	1.12
asd	2	2	1	1.1	1.12
assimilate	2	2	1	1.1	1.12
asterisk	2	2	1	1.1	1.12
asymmetrical	2	2	1	1.1	1.12
atf	2	2	1	1.1	1.12
ayrshire	3	2	1	1.1	1.12
azalea	3	2	1	1.1	1.12
bacterium	2	2	1	1.1	1.12
bbl	2	2	1	1.1	1.12
bessie	3	2	1	1.1	1.12
biggs	2	2	1	1.1	1.12
bigoted	2	2	1	1.1	1.12
bistro	2	2	1	1.1	1.12
bonanza	2	2	1	1.1	1.12
bosom	2	2	1	1.1	1.12
breitbart	2	2	1	1.1	1.12
bribed	2	2	1	1.1	1.12
busan	2	2	1	1.1	1.12
callum	2	2	1	1.1	1.12
cannibal	2	2	1	1.1	1.12
catalogues	2	2	1	1.1	1.12
cato	2	2	1	1.1	1.12
centurion	3	2	1	1.1	1.12
chuckled	1	2	1	1.1	1.12
citi	2	2	1	1.1	1.12
clarendon	3	2	1	1.1	1.12
coldplay	2	2	1	1.1	1.12
compendium	3	2	1	1.1	1.12
complacency	2	2	1	1.1	1.12
confessional	2	2	1	1.1	1.12
conservancy	2	2	1	1.1	1.12
contentment	2	2	1	1.1	1.12
convoluted	3	2	1	1.1	1.12
cools	2	2	1	1.1	1.12
counterproductive	2	2	1	1.1	1.12
cowell	2	2	1	1.1	1.12
crayon	2	2	1	1.1	1.12
cremated	2	2	1	1.1	1.12
crossbow	2	2	1	1.1	1.12
crowding	2	2	1	1.1	1.12
crux	2	2	1	1.1	1.12
cst	1	2	1	1.1	1.12
curators	2	2	1	1.1	1.12
danville	2	2	1	1.1	1.12
defenseless	2	2	1	1.1	1.12
defiantly	2	2	1	1.1	1.12
delia	2	2	1	1.1	1.12
delicately	2	2	1	1.1	1.12
deluge	2	2	1	1.1	1.12
devlin	2	2	1	1.1	1.12
devoured	2	2	1	1.1	1.12
dismissive	2	2	1	1.1	1.12
divas	2	2	1	1.1	1.12
doorbell	2	2	1	1.1	1.12
drooling	2	2	1	1.1	1.12
ducking	2	2	1	1.1	1.12
dulles	2	2	1	1.1	1.12
eastbound	2	2	1	1.1	1.12
emu	2	2	1	1.1	1.12
eritrea	3	2	1	1.1	1.12
errand	2	2	1	1.1	1.12
excites	2	2	1	1.1	1.12
famer	2	2	1	1.1	1.12
fastball	1	2	1	1.1	1.12
fearsome	2	2	1	1.1	1.12
feathered	2	2	1	1.1	1.12
fertilization	2	2	1	1.1	1.12
fervor	2	2	1	1.1	1.12
fiduciary	3	2	1	1.1	1.12
fifths	2	2	1	1.1	1.12
freighter	2	2	1	1.1	1.12
fuelled	2	2	1	1.1	1.12
gaap	2	2	1	1.1	1.12
gallo	2	2	1	1.1	1.12
gasping	2	2	1	1.1	1.12
globes	2	2	1	1.1	1.12
glorify	2	2	1	1.1	1.12
gunnar	2	2	1	1.1	1.12
guo	2	2	1	1.1	1.12
hasnt	2	2	1	1.1	1.12
heartwarming	3	2	1	1.1	1.12
heretics	2	2	1	1.1	1.12
hiccups	3	2	1	1.1	1.12
holographic	2	2	1	1.1	1.12
hotspur	3	2	1	1.1	1.12
hrc	2	2	1	1.1	1.12
impediment	2	2	1	1.1	1.12
importation	2	2	1	1.1	1.12
incendiary	3	2	1	1.1	1.12
insistent	2	2	1	1.1	1.12
interferes	2	2	1	1.1	1.12
intermittently	2	2	1	1.1	1.12
kamal	2	2	1	1.1	1.12
kareem	3	2	1	1.1	1.12
keegan	2	2	1	1.1	1.12
kidnappers	2	2	1	1.1	1.12
kimball	2	2	1	1.1	1.12
lakewood	2	2	1	1.1	1.12
leapt	2	2	1	1.1	1.12
lila	2	2	1	1.1	1.12
liturgical	2	2	1	1.1	1.12
lucie	2	2	1	1.1	1.12
macroeconomic	2	2	1	1.1	1.12
maitland	3	2	1	1.1	1.12
maría	2	2	1	1.1	1.12
masquerade	3	2	1	1.1	1.12
materialism	2	2	1	1.1	1.12
maude	2	2	1	1.1	1.12
meager	2	2	1	1.1	1.12
melodrama	2	2	1	1.1	1.12
milly	2	2	1	1.1	1.12
minion	1	2	1	1.1	1.12
mistreated	2	2	1	1.1	1.12
misused	2	2	1	1.1	1.12
mmmm	2	2	1	1.1	1.12
motherland	2	2	1	1.1	1.12
müller	2	2	1	1.1	1.12
napkins	2	2	1	1.1	1.12
narcissism	2	2	1	1.1	1.12
navarro	2	2	1	1.1	1.12
ninjas	2	2	1	1.1	1.12
nsf	2	2	1	1.1	1.12
observant	2	2	1	1.1	1.12
opioids	1	2	1	1.1	1.12
ostrich	2	2	1	1.1	1.12
overcast	2	2	1	1.1	1.12
overcrowding	2	2	1	1.1	1.12
paragon	2	2	1	1.1	1.12
perplexed	2	2	1	1.1	1.12
persistently	2	2	1	1.1	1.12
petting	2	2	1	1.1	1.12
peña	2	2	1	1.1	1.12
plankton	2	2	1	1.1	1.12
prasad	2	2	1	1.1	1.12
prejudiced	2	2	1	1.1	1.12
prius	2	2	1	1.1	1.12
propped	2	2	1	1.1	1.12
protons	2	2	1	1.1	1.12
punter	2	2	1	1.1	1.12
qin	2	2	1	1.1	1.12
quark	2	2	1	1.1	1.12
queuing	2	2	1	1.1	1.12
radiohead	2	2	1	1.1	1.12
rarer	2	2	1	1.1	1.12
rcmp	2	2	1	1.1	1.12
redacted	2	2	1	1.1	1.12
regretting	2	2	1	1.1	1.12
reimbursed	2	2	1	1.1	1.12
retracted	2	2	1	1.1	1.12
reverses	2	2	1	1.1	1.12
ruff	2	2	1	1.1	1.12
samir	2	2	1	1.1	1.12
santander	2	2	1	1.1	1.12
schiff	2	2	1	1.1	1.12
schiller	2	2	1	1.1	1.12
scranton	2	2	1	1.1	1.12
secondhand	2	2	1	1.1	1.12
shackles	2	2	1	1.1	1.12
shiver	2	2	1	1.1	1.12
simms	2	2	1	1.1	1.12
sinned	2	2	1	1.1	1.12
slugs	2	2	1	1.1	1.12
smog	2	2	1	1.1	1.12
somber	2	2	1	1.1	1.12
splendor	2	2	1	1.1	1.12
springtime	2	2	1	1.1	1.12
stabs	2	2	1	1.1	1.12
standstill	2	2	1	1.1	1.12
stefano	3	2	1	1.1	1.12
stubbs	2	2	1	1.1	1.12
subunit	2	2	1	1.1	1.12
sues	2	2	1	1.1	1.12
surges	2	2	1	1.1	1.12
surveyors	2	2	1	1.1	1.12
swede	2	2	1	1.1	1.12
sweepstakes	2	2	1	1.1	1.12
tbs	2	2	1	1.1	1.12
teeny	2	2	1	1.1	1.12
tendered	2	2	1	1.1	1.12
thoracic	2	2	1	1.1	1.12
ticketing	2	2	1	1.1	1.12
trams	2	2	1	1.1	1.12
tremor	2	2	1	1.1	1.12
triplets	2	2	1	1.1	1.12
twister	2	2	1	1.1	1.12
ulrich	2	2	1	1.1	1.12
uncovering	2	2	1	1.1	1.12
unsatisfactory	3	2	1	1.1	1.12
unwritten	2	2	1	1.1	1.12
utilitarian	2	2	1	1.1	1.12
vehicular	2	2	1	1.1	1.12
voltaire	2	2	1	1.1	1.12
wading	2	2	1	1.1	1.12
waning	2	2	1	1.1	1.12
weightlifting	2	2	1	1.1	1.12
whyte	2	2	1	1.1	1.12
willpower	2	2	1	1.1	1.12
woolly	2	2	1	1.1	1.12
yuki	2	2	1	1.1	1.12
abbreviations	2	2	1	1.1	1.1
accra	2	2	1	1.1	1.1
acosta	2	2	1	1.1	1.1
anakin	2	2	1	1.1	1.1
anvil	2	2	1	1.1	1.1
anzac	2	2	1	1.1	1.1
argos	2	2	1	1.1	1.1
armament	2	2	1	1.1	1.1
ascribed	2	2	1	1.1	1.1
astra	2	2	1	1.1	1.1
asu	2	2	1	1.1	1.1
atwood	2	2	1	1.1	1.1
auctioned	2	2	1	1.1	1.1
barbour	2	2	1	1.1	1.1
bastille	2	2	1	1.1	1.1
betts	2	2	1	1.1	1.1
bibles	2	2	1	1.1	1.1
bleeds	2	2	1	1.1	1.1
bloomfield	2	2	1	1.1	1.1
botanic	2	2	1	1.1	1.1
boundless	2	2	1	1.1	1.1
bowles	2	2	1	1.1	1.1
broadened	2	2	1	1.1	1.1
brooch	2	2	1	1.1	1.1
bulletins	2	2	1	1.1	1.1
bunting	2	2	1	1.1	1.1
burials	2	2	1	1.1	1.1
cabal	2	2	1	1.1	1.1
canaan	2	2	1	1.1	1.1
causeway	2	2	1	1.1	1.1
clearest	2	2	1	1.1	1.1
cleaver	2	2	1	1.1	1.1
cmon	2	2	1	1.1	1.1
coffins	2	2	1	1.1	1.1
coinage	2	2	1	1.1	1.1
connelly	2	2	1	1.1	1.1
conquests	2	2	1	1.1	1.1
consummate	2	2	1	1.1	1.1
contending	2	2	1	1.1	1.1
convene	2	2	1	1.1	1.1
corresponded	2	2	1	1.1	1.1
covent	2	2	1	1.1	1.1
covington	2	2	1	1.1	1.1
cramp	2	2	1	1.1	1.1
cucumbers	3	2	1	1.1	1.1
curran	2	2	1	1.1	1.1
dearborn	2	2	1	1.1	1.1
decoy	2	2	1	1.1	1.1
defies	2	2	1	1.1	1.1
demoted	2	2	1	1.1	1.1
depraved	2	2	1	1.1	1.1
derivation	1	2	1	1.1	1.1
designations	2	2	1	1.1	1.1
discreetly	2	2	1	1.1	1.1
distortions	2	2	1	1.1	1.1
divorces	2	2	1	1.1	1.1
draco	2	2	1	1.1	1.1
dredge	2	2	1	1.1	1.1
drool	2	2	1	1.1	1.1
earths	2	2	1	1.1	1.1
ecb	2	2	1	1.1	1.1
emulation	1	2	1	1.1	1.1
erasing	2	2	1	1.1	1.1
essendon	2	2	1	1.1	1.1
evaporated	2	2	1	1.1	1.1
evasive	2	2	1	1.1	1.1
extinguish	2	2	1	1.1	1.1
fca	2	2	1	1.1	1.1
federalist	2	2	1	1.1	1.1
fema	2	2	1	1.1	1.1
fervent	2	2	1	1.1	1.1
flavoured	2	2	1	1.1	1.1
foray	2	2	1	1.1	1.1
forfeiture	1	2	1	1.1	1.1
forgave	2	2	1	1.1	1.1
forties	2	2	1	1.1	1.1
friar	2	2	1	1.1	1.1
fruitless	2	2	1	1.1	1.1
fussy	2	2	1	1.1	1.1
garcía	3	2	1	1.1	1.1
genealogical	3	2	1	1.1	1.1
glances	2	2	1	1.1	1.1
gnu	2	2	1	1.1	1.1
goody	2	2	1	1.1	1.1
gough	2	2	1	1.1	1.1
graciously	2	2	1	1.1	1.1
grammys	2	2	1	1.1	1.1
grassland	2	2	1	1.1	1.1
hackett	3	2	1	1.1	1.1
hajj	3	2	1	1.1	1.1
hampstead	3	2	1	1.1	1.1
hatfield	2	2	1	1.1	1.1
hdd	2	2	1	1.1	1.1
headway	2	2	1	1.1	1.1
hearsay	2	2	1	1.1	1.1
hershey	2	2	1	1.1	1.1
hideout	2	2	1	1.1	1.1
hippies	2	2	1	1.1	1.1
hobbes	2	2	1	1.1	1.1
holed	2	2	1	1.1	1.1
honed	2	2	1	1.1	1.1
horned	2	2	1	1.1	1.1
horner	2	2	1	1.1	1.1
hoyt	2	2	1	1.1	1.1
hutch	2	2	1	1.1	1.1
imaginations	2	2	1	1.1	1.1
impairments	2	2	1	1.1	1.1
impossibility	2	2	1	1.1	1.1
impotent	2	2	1	1.1	1.1
indictments	2	2	1	1.1	1.1
instalment	2	2	1	1.1	1.1
instinctive	2	2	1	1.1	1.1
interpretive	2	2	1	1.1	1.1
intrepid	2	2	1	1.1	1.1
intuitively	2	2	1	1.1	1.1
jackman	2	2	1	1.1	1.1
jeanette	2	2	1	1.1	1.1
jetty	2	2	1	1.1	1.1
junkies	2	2	1	1.1	1.1
kabir	2	2	1	1.1	1.1
kawasaki	3	2	1	1.1	1.1
khaki	2	2	1	1.1	1.1
kirkland	3	2	1	1.1	1.1
koala	2	2	1	1.1	1.1
kohli	3	2	1	1.1	1.1
lashing	2	2	1	1.1	1.1
lectured	2	2	1	1.1	1.1
levelled	2	2	1	1.1	1.1
lieberman	2	2	1	1.1	1.1
lightening	2	2	1	1.1	1.1
lombardi	3	2	1	1.1	1.1
loren	2	2	1	1.1	1.1
lucien	2	2	1	1.1	1.1
macs	2	2	1	1.1	1.1
magnate	2	2	1	1.1	1.1
magneto	2	2	1	1.1	1.1
mahoney	2	2	1	1.1	1.1
mannered	2	2	1	1.1	1.1
marietta	2	2	1	1.1	1.1
markham	2	2	1	1.1	1.1
maud	2	2	1	1.1	1.1
merciless	1	2	1	1.1	1.1
merle	2	2	1	1.1	1.1
milder	2	2	1	1.1	1.1
millimeters	2	2	1	1.1	1.1
misfits	2	2	1	1.1	1.1
molina	2	2	1	1.1	1.1
mongols	2	2	1	1.1	1.1
monochrome	2	2	1	1.1	1.1
mortuary	2	2	1	1.1	1.1
mtg	2	2	1	1.1	1.1
muffled	2	2	1	1.1	1.1
mugabe	2	2	1	1.1	1.1
mulder	2	2	1	1.1	1.1
mullins	3	2	1	1.1	1.1
muses	2	2	1	1.1	1.1
nationalistic	2	2	1	1.1	1.1
nervousness	2	2	1	1.1	1.1
neumann	2	2	1	1.1	1.1
neurologist	3	2	1	1.1	1.1
notched	2	2	1	1.1	1.1
nutmeg	2	2	1	1.1	1.1
obstetrics	2	2	1	1.1	1.1
obtuse	2	2	1	1.1	1.1
ofcourse	2	2	1	1.1	1.1
pausing	2	2	1	1.1	1.1
penicillin	3	2	1	1.1	1.1
perfecting	2	2	1	1.1	1.1
petal	2	2	1	1.1	1.1
petitioned	2	2	1	1.1	1.1
pms	2	2	1	1.1	1.1
poise	2	2	1	1.1	1.1
ported	2	2	1	1.1	1.1
precursors	2	2	1	1.1	1.1
prolly	2	2	1	1.1	1.1
proportionate	2	2	1	1.1	1.1
provence	2	2	1	1.1	1.1
pta	2	2	1	1.1	1.1
purcell	2	2	1	1.1	1.1
pvp	2	2	1	1.1	1.1
quartermaster	3	2	1	1.1	1.1
radiance	2	2	1	1.1	1.1
rambo	2	2	1	1.1	1.1
rammed	2	2	1	1.1	1.1
raoul	2	2	1	1.1	1.1
reciprocity	2	2	1	1.1	1.1
recollections	2	2	1	1.1	1.1
reproducing	2	2	1	1.1	1.1
reputations	2	2	1	1.1	1.1
roscoe	2	2	1	1.1	1.1
rubles	2	2	1	1.1	1.1
rupee	2	2	1	1.1	1.1
saeed	2	2	1	1.1	1.1
saltwater	2	2	1	1.1	1.1
sanctity	2	2	1	1.1	1.1
schoolers	2	2	1	1.1	1.1
scooped	2	2	1	1.1	1.1
scrabble	2	2	1	1.1	1.1
sedition	2	2	1	1.1	1.1
shortstop	2	2	1	1.1	1.1
shotguns	2	2	1	1.1	1.1
sleazy	2	2	1	1.1	1.1
smashes	2	2	1	1.1	1.1
smirk	1	2	1	1.1	1.1
smyth	2	2	1	1.1	1.1
sneaks	2	2	1	1.1	1.1
snuggle	2	2	1	1.1	1.1
sochi	2	2	1	1.1	1.1
sociologist	2	2	1	1.1	1.1
spares	2	2	1	1.1	1.1
spewing	2	2	1	1.1	1.1
squishy	3	2	1	1.1	1.1
stalemate	2	2	1	1.1	1.1
stephan	2	2	1	1.1	1.1
stinking	2	2	1	1.1	1.1
strangle	2	2	1	1.1	1.1
streetcar	2	2	1	1.1	1.1
stringer	2	2	1	1.1	1.1
summits	2	2	1	1.1	1.1
supremely	2	2	1	1.1	1.1
swami	2	2	1	1.1	1.1
swelled	2	2	1	1.1	1.1
tahiti	2	2	1	1.1	1.1
tarantino	2	2	1	1.1	1.1
tarmac	2	2	1	1.1	1.1
tenacious	2	2	1	1.1	1.1
tireless	2	2	1	1.1	1.1
toothed	2	2	1	1.1	1.1
tremble	2	2	1	1.1	1.1
trillions	2	2	1	1.1	1.1
trove	2	2	1	1.1	1.1
unconsciously	2	2	1	1.1	1.1
undated	2	2	1	1.1	1.1
urbanization	2	2	1	1.1	1.1
vetoed	2	2	1	1.1	1.1
victimized	2	2	1	1.1	1.1
walkin	2	2	1	1.1	1.1
wanders	2	2	1	1.1	1.1
weakens	2	2	1	1.1	1.1
westbound	2	2	1	1.1	1.1
whitehouse	2	2	1	1.1	1.1
wilfred	2	2	1	1.1	1.1
wilton	2	2	1	1.1	1.1
winch	2	2	1	1.1	1.1
