word	cl100k	o200k	saved	score_per_1M	freq_per_1M
february	2	2	1	107.0	107.0
jesus	2	2	1	97.7	97.7
russia	2	2	1	85.1	85.1
scottish	3	3	2	79.6	39.8
mrs	2	2	1	77.6	77.6
robert	1	2	1	70.8	70.8
thomas	2	2	1	69.2	69.2
chris	2	2	1	64.6	64.6
richard	2	2	1	61.7	61.7
charles	2	2	1	58.9	58.9
henry	2	2	1	55.0	55.0
jones	2	2	1	53.7	53.7
britain	2	2	1	52.5	52.5
harry	2	2	1	52.5	52.5
johnson	2	2	1	52.5	52.5
scott	2	2	1	52.5	52.5
steve	2	2	1	51.3	51.3
scotland	2	2	1	47.9	47.9
boston	2	2	1	46.8	46.8
williams	2	2	1	46.8	46.8
chelsea	2	3	2	44.8	22.4
taylor	2	2	1	44.7	44.7
tony	2	2	1	43.7	43.7
tuesday	2	2	1	42.7	42.7
daniel	2	2	1	41.7	41.7
thursday	2	2	1	41.7	41.7
virginia	2	2	1	41.7	41.7
minnesota	2	3	2	40.8	20.4
wales	2	2	1	39.8	39.8
pacific	2	2	1	38.9	38.9
ryan	2	2	1	38.9	38.9
spain	2	2	1	38.9	38.9
wednesday	2	2	1	38.9	38.9
thompson	2	3	2	38.2	19.1
andrew	2	2	1	37.2	37.2
bbc	1	2	1	37.2	37.2
clinton	2	2	1	37.2	37.2
cleveland	2	3	2	37.2	18.6
kevin	2	2	1	36.3	36.3
democrats	2	2	1	34.7	34.7
irish	2	2	1	34.7	34.7
michigan	2	2	1	34.7	34.7
soviet	3	2	1	34.7	34.7
francisco	2	2	1	33.9	33.9
manchester	2	2	1	33.9	33.9
sydney	2	2	1	33.9	33.9
wilson	2	2	1	33.9	33.9
carolina	2	2	1	33.1	33.1
edward	2	2	1	33.1	33.1
joseph	2	2	1	33.1	33.1
hawaii	2	3	2	32.4	16.2
miller	2	2	1	31.6	31.6
republicans	2	2	1	31.6	31.6
stephen	2	2	1	31.6	31.6
zealand	2	2	1	31.6	31.6
jennifer	2	3	2	31.0	15.5
davis	2	2	1	30.9	30.9
eric	2	2	1	30.9	30.9
olympic	3	2	1	30.9	30.9
toronto	2	2	1	30.9	30.9
howard	2	2	1	30.2	30.2
lewis	2	2	1	30.2	30.2
sarah	2	2	1	30.2	30.2
simon	2	2	1	30.2	30.2
jessica	3	3	2	29.6	14.8
elizabeth	2	2	1	29.5	29.5
jews	2	2	1	29.5	29.5
miami	2	2	1	29.5	29.5
roberts	2	3	2	29.0	14.5
russians	2	3	2	29.0	14.5
ceo	2	2	1	28.8	28.8
donald	2	2	1	28.8	28.8
georgia	2	2	1	28.8	28.8
jason	2	2	1	28.8	28.8
jeff	2	2	1	28.2	28.2
olympics	3	2	1	28.2	28.2
rome	2	2	1	28.2	28.2
dave	2	2	1	27.5	27.5
harris	2	2	1	27.5	27.5
illinois	2	2	1	27.5	27.5
islamic	2	2	1	27.5	27.5
jimmy	2	2	1	27.5	27.5
kelly	2	2	1	27.5	27.5
muslims	2	2	1	27.5	27.5
pittsburgh	3	3	2	27.0	13.5
andy	2	2	1	26.9	26.9
charlie	2	2	1	26.9	26.9
fbi	2	2	1	26.9	26.9
iraq	2	2	1	26.9	26.9
liverpool	2	2	1	26.9	26.9
dallas	2	2	1	26.3	26.3
houston	2	2	1	26.3	26.3
morgan	2	2	1	26.3	26.3
moscow	2	2	1	26.3	26.3
philadelphia	2	2	1	26.3	26.3
anthony	2	2	1	25.7	25.7
arthur	2	2	1	25.7	25.7
colonel	2	2	1	25.7	25.7
dutch	2	2	1	25.7	25.7
alexander	2	2	1	25.1	25.1
columbia	2	2	1	25.1	25.1
israeli	3	2	1	25.1	25.1
pennsylvania	2	2	1	25.1	25.1
sweden	2	2	1	25.1	25.1
syria	2	2	1	25.1	25.1
atlantic	2	2	1	24.5	24.5
cambridge	2	2	1	24.5	24.5
francis	2	2	1	24.5	24.5
gary	2	2	1	24.5	24.5
roger	2	2	1	24.5	24.5
seattle	2	2	1	24.5	24.5
arizona	2	2	1	24.0	24.0
clark	2	2	1	24.0	24.0
oxford	2	2	1	24.0	24.0
atlanta	2	2	1	23.4	23.4
christians	2	2	1	23.4	23.4
gordon	2	2	1	23.4	23.4
kansas	2	2	1	23.4	23.4
matthew	2	2	1	23.4	23.4
patrick	2	2	1	23.4	23.4
wayne	2	2	1	23.4	23.4
nigerian	3	3	2	23.0	11.5
anderson	2	2	1	22.9	22.9
austin	2	2	1	22.9	22.9
diego	2	2	1	22.9	22.9
melbourne	2	2	1	22.9	22.9
walter	2	2	1	22.9	22.9
wisconsin	2	2	1	22.9	22.9
carter	2	2	1	22.4	22.4
detroit	2	2	1	22.4	22.4
johnny	2	2	1	22.4	22.4
josh	2	2	1	22.4	22.4
lgbt	3	3	2	22.0	11.0
bruce	2	2	1	21.9	21.9
commonwealth	2	2	1	21.9	21.9
billy	2	2	1	21.4	21.4
fuckin	2	2	1	21.4	21.4
iowa	2	2	1	21.4	21.4
russell	2	2	1	21.4	21.4
phillips	3	3	2	21.4	10.7
ian	2	2	1	20.9	20.9
justin	2	2	1	20.9	20.9
rick	2	2	1	20.9	20.9
ukraine	2	2	1	20.9	20.9
hamilton	2	2	1	20.4	20.4
indiana	2	2	1	20.4	20.4
jonathan	2	2	1	20.4	20.4
lawrence	2	2	1	20.4	20.4
lincoln	2	2	1	20.4	20.4
massachusetts	2	2	1	20.4	20.4
oscar	2	2	1	20.4	20.4
saudi	2	2	1	20.4	20.4
bradley	3	3	2	20.4	10.2
hampshire	3	3	2	20.4	10.2
lebanon	3	3	2	20.4	10.2
graham	2	2	1	20.0	20.0
hillary	2	2	1	20.0	20.0
kentucky	3	2	1	20.0	20.0
oregon	2	2	1	20.0	20.0
celtic	3	3	2	20.0	10.0
jefferson	3	3	2	20.0	10.0
delhi	2	2	1	19.5	19.5
goddamn	2	3	2	19.5	9.77
edinburgh	2	2	1	19.1	19.1
greece	2	2	1	19.1	19.1
kennedy	2	2	1	19.1	19.1
larry	2	2	1	19.1	19.1
lmao	3	2	1	19.1	19.1
moore	2	2	1	19.1	19.1
netherlands	2	2	1	19.1	19.1
philip	2	2	1	19.1	19.1
turkish	2	2	1	19.1	19.1
nashville	3	3	2	19.1	9.55
nebraska	2	3	2	19.1	9.55
isis	2	2	1	18.6	18.6
maryland	2	2	1	18.6	18.6
murray	2	2	1	18.6	18.6
oklahoma	2	2	1	18.6	18.6
tokyo	3	2	1	18.6	18.6
alabama	2	2	1	18.2	18.2
barry	2	2	1	18.2	18.2
cameron	2	2	1	18.2	18.2
jerry	2	2	1	18.2	18.2
missouri	2	2	1	18.2	18.2
warren	2	2	1	18.2	18.2
adams	2	2	1	17.8	17.8
brooklyn	2	2	1	17.8	17.8
danny	2	2	1	17.8	17.8
indians	2	2	1	17.8	17.8
khan	2	2	1	17.8	17.8
stewart	2	2	1	17.8	17.8
frederick	2	3	2	17.8	8.91
mcdonald	3	4	3	17.7	5.89
albert	2	2	1	17.4	17.4
carl	2	2	1	17.4	17.4
harvard	2	2	1	17.4	17.4
laura	2	2	1	17.4	17.4
marshall	2	2	1	17.4	17.4
mitchell	3	2	1	17.4	17.4
nelson	2	2	1	17.4	17.4
poland	2	2	1	17.4	17.4
steven	2	2	1	17.4	17.4
susan	2	2	1	17.4	17.4
terry	2	2	1	17.4	17.4
aaron	2	2	1	17.0	17.0
afghanistan	3	2	1	17.0	17.0
barcelona	1	2	1	17.0	17.0
brazilian	2	2	1	17.0	17.0
campbell	2	2	1	17.0	17.0
denver	2	2	1	17.0	17.0
emma	2	2	1	17.0	17.0
jacob	2	2	1	17.0	17.0
margaret	2	2	1	17.0	17.0
queensland	2	2	1	17.0	17.0
rangers	2	2	1	17.0	17.0
switzerland	2	2	1	17.0	17.0
utah	2	2	1	17.0	17.0
baltimore	2	2	1	16.6	16.6
batman	2	2	1	16.6	16.6
bobby	2	2	1	16.6	16.6
charlotte	2	2	1	16.6	16.6
christopher	2	2	1	16.6	16.6
eagles	2	2	1	16.6	16.6
evans	2	2	1	16.6	16.6
gop	2	2	1	16.6	16.6
oliver	2	2	1	16.6	16.6
perry	2	2	1	16.6	16.6
ugh	2	2	1	16.6	16.6
wtf	2	2	1	16.6	16.6
joshua	3	3	2	16.6	8.32
richardson	3	3	2	16.3	8.13
douglas	2	2	1	16.2	16.2
egyptian	3	2	1	16.2	16.2
franklin	2	2	1	16.2	16.2
ontario	2	2	1	16.2	16.2
orleans	2	2	1	16.2	16.2
robinson	2	2	1	16.2	16.2
swedish	2	2	1	16.2	16.2
tennessee	2	2	1	16.2	16.2
bulgaria	3	3	2	15.9	7.94
jeffrey	3	3	2	15.9	7.94
barbara	2	2	1	15.8	15.8
germans	2	2	1	15.8	15.8
jerusalem	2	2	1	15.8	15.8
wright	2	2	1	15.8	15.8
christianity	2	2	1	15.5	15.5
glasgow	3	2	1	15.5	15.5
helen	2	2	1	15.5	15.5
louisiana	2	2	1	15.5	15.5
marie	2	2	1	15.5	15.5
mississippi	2	2	1	15.5	15.5
samuel	2	2	1	15.5	15.5
stanley	2	2	1	15.5	15.5
turner	2	2	1	15.5	15.5
indonesian	3	3	2	15.5	7.76
rodriguez	4	4	3	15.4	5.13
belfast	2	3	2	15.2	7.59
ferguson	2	3	2	15.2	7.59
birmingham	2	2	1	15.1	15.1
craig	2	2	1	15.1	15.1
earl	2	2	1	15.1	15.1
portland	2	2	1	15.1	15.1
tbh	2	2	1	15.1	15.1
ukrainian	4	2	1	15.1	15.1
watson	2	2	1	15.1	15.1
antonio	2	2	1	14.8	14.8
idk	2	2	1	14.8	14.8
jake	2	2	1	14.8	14.8
jamie	2	2	1	14.8	14.8
keith	2	2	1	14.8	14.8
madison	2	2	1	14.8	14.8
tyler	2	2	1	14.8	14.8
beverly	3	3	2	14.8	7.41
morrison	3	3	2	14.8	7.41
robertson	2	3	2	14.8	7.41
benjamin	2	2	1	14.5	14.5
blake	2	2	1	14.5	14.5
hitler	2	2	1	14.5	14.5
iranian	2	2	1	14.5	14.5
maine	2	2	1	14.5	14.5
manhattan	2	2	1	14.5	14.5
michelle	2	2	1	14.5	14.5
mps	2	2	1	14.5	14.5
tommy	2	2	1	14.5	14.5
vancouver	2	2	1	14.5	14.5
belgium	2	2	1	14.1	14.1
collins	2	2	1	14.1	14.1
harvey	2	2	1	14.1	14.1
jeremy	2	2	1	14.1	14.1
morris	2	2	1	14.1	14.1
rachel	2	2	1	14.1	14.1
tigers	2	2	1	14.1	14.1
welsh	2	2	1	14.1	14.1
cbs	2	2	1	13.8	13.8
eddie	2	2	1	13.8	13.8
emily	2	2	1	13.8	13.8
kyle	2	2	1	13.8	13.8
nancy	2	2	1	13.8	13.8
norman	2	2	1	13.8	13.8
syrian	2	2	1	13.8	13.8
vincent	2	2	1	13.8	13.8
malaysian	3	3	2	13.8	6.92
chancellor	1	2	1	13.5	13.5
murphy	2	2	1	13.5	13.5
nathan	2	2	1	13.5	13.5
putin	2	2	1	13.5	13.5
stuart	2	2	1	13.5	13.5
arabia	2	2	1	13.2	13.2
beijing	2	2	1	13.2	13.2
brad	2	2	1	13.2	13.2
caribbean	2	2	1	13.2	13.2
easter	2	2	1	13.2	13.2
juan	2	2	1	13.2	13.2
julia	2	2	1	13.2	13.2
richmond	2	2	1	13.2	13.2
victorian	2	2	1	13.2	13.2
ashley	2	2	1	12.9	12.9
catherine	2	2	1	12.9	12.9
connecticut	2	2	1	12.9	12.9
palestinian	2	2	1	12.9	12.9
potter	2	2	1	12.9	12.9
sergeant	1	2	1	12.9	12.9
warner	2	2	1	12.9	12.9
bulgarian	3	3	2	12.9	6.46
stephanie	3	3	2	12.9	6.46
dennis	2	2	1	12.6	12.6
outta	2	2	1	12.6	12.6
ralph	2	2	1	12.6	12.6
eugene	3	3	2	12.6	6.31
carlos	2	2	1	12.3	12.3
colin	2	2	1	12.3	12.3
dakota	2	2	1	12.3	12.3
julie	2	2	1	12.3	12.3
karen	2	2	1	12.3	12.3
lucas	2	2	1	12.3	12.3
marcus	2	2	1	12.3	12.3
rogers	2	2	1	12.3	12.3
elliott	3	3	2	12.3	6.17
phillip	3	3	2	12.3	6.17
vatican	2	3	2	12.3	6.17
thomson	3	3	2	12.1	6.03
broadway	2	2	1	12.0	12.0
butler	2	2	1	12.0	12.0
dubai	2	2	1	12.0	12.0
dublin	2	2	1	12.0	12.0
harrison	2	2	1	12.0	12.0
hughes	3	2	1	12.0	12.0
lords	1	2	1	12.0	12.0
nintendo	2	2	1	12.0	12.0
alexandria	3	3	2	11.8	5.89
charleston	2	3	2	11.8	5.89
mccain	2	3	2	11.8	5.89
austria	2	2	1	11.7	11.7
lucy	2	2	1	11.7	11.7
montreal	2	2	1	11.7	11.7
newcastle	2	2	1	11.7	11.7
spencer	2	2	1	11.7	11.7
bailey	2	2	1	11.5	11.5
holmes	2	2	1	11.5	11.5
sierra	2	2	1	11.5	11.5
maurice	2	3	2	11.5	5.75
philippine	3	3	2	11.5	5.75
arkansas	2	2	1	11.2	11.2
clarke	2	2	1	11.2	11.2
dylan	2	2	1	11.2	11.2
hannah	2	2	1	11.2	11.2
majesty	2	2	1	11.2	11.2
milan	1	2	1	11.2	11.2
montana	2	2	1	11.2	11.2
nyc	2	2	1	11.2	11.2
owen	2	2	1	11.2	11.2
wallace	2	2	1	11.2	11.2
bradford	3	3	2	11.2	5.62
kashmir	3	3	2	11.2	5.62
mohammed	3	3	2	11.2	5.62
ronaldo	3	3	2	11.2	5.62
brooks	2	2	1	11.0	11.0
columbus	2	2	1	11.0	11.0
denmark	2	2	1	11.0	11.0
edwards	2	2	1	11.0	11.0
harper	2	2	1	11.0	11.0
jesse	2	2	1	11.0	11.0
logan	2	2	1	11.0	11.0
nevada	3	2	1	11.0	11.0
orlando	2	2	1	11.0	11.0
shanghai	2	2	1	11.0	11.0
singh	2	2	1	11.0	11.0
taiwan	2	2	1	11.0	11.0
yorkshire	2	2	1	11.0	11.0
istanbul	3	3	2	11.0	5.5
mccarthy	3	3	2	11.0	5.5
amsterdam	1	2	1	10.7	10.7
arabic	2	2	1	10.7	10.7
arctic	2	2	1	10.7	10.7
bennett	3	2	1	10.7	10.7
bristol	2	2	1	10.7	10.7
cowboys	2	2	1	10.7	10.7
harold	2	2	1	10.7	10.7
hudson	2	2	1	10.7	10.7
kenny	2	2	1	10.7	10.7
lloyd	2	2	1	10.7	10.7
nicholas	2	2	1	10.7	10.7
portuguese	3	2	1	10.7	10.7
ethiopia	3	3	2	10.7	5.37
angela	2	2	1	10.5	10.5
bernard	2	2	1	10.5	10.5
carol	2	2	1	10.5	10.5
diana	2	2	1	10.5	10.5
doug	2	2	1	10.5	10.5
duncan	2	2	1	10.5	10.5
nbc	2	2	1	10.5	10.5
nhl	2	2	1	10.5	10.5
palmer	2	2	1	10.5	10.5
superman	2	2	1	10.5	10.5
lebanese	3	3	2	10.5	5.25
brandon	2	2	1	10.2	10.2
caroline	2	2	1	10.2	10.2
congrats	2	2	1	10.2	10.2
derek	2	2	1	10.2	10.2
hugh	2	2	1	10.2	10.2
joan	2	2	1	10.2	10.2
leeds	2	2	1	10.2	10.2
leonard	3	2	1	10.2	10.2
malcolm	2	2	1	10.2	10.2
milwaukee	2	2	1	10.2	10.2
pakistani	2	2	1	10.2	10.2
simpson	2	2	1	10.2	10.2
travis	2	2	1	10.2	10.2
admiral	2	2	1	10.0	10.0
amanda	2	2	1	10.0	10.0
arnold	3	2	1	10.0	10.0
blair	2	2	1	10.0	10.0
capitol	2	2	1	10.0	10.0
gdp	2	2	1	10.0	10.0
geneva	2	2	1	10.0	10.0
karl	2	2	1	10.0	10.0
louise	2	2	1	10.0	10.0
nhs	2	2	1	10.0	10.0
shakespeare	2	2	1	10.0	10.0
spurs	2	2	1	10.0	10.0
telegraph	2	2	1	10.0	10.0
westminster	2	2	1	10.0	10.0
auckland	2	3	2	10.0	5.01
confederate	3	3	2	10.0	5.01
kardashian	3	3	2	10.0	5.01
petersburg	3	3	2	10.0	5.01
seahawks	3	3	2	10.0	5.01
mccartney	3	4	3	9.9	3.31
adelaide	2	2	1	9.8	9.77
alfred	2	2	1	9.8	9.77
bernie	2	2	1	9.8	9.77
brussels	2	2	1	9.8	9.77
julian	2	2	1	9.8	9.77
luis	2	2	1	9.8	9.77
mediterranean	3	2	1	9.8	9.77
nicole	2	2	1	9.8	9.77
palestine	3	2	1	9.8	9.77
reid	2	2	1	9.8	9.77
reynolds	3	2	1	9.8	9.77
stevens	2	2	1	9.8	9.77
patterson	2	3	2	9.8	4.9
mcdonalds	4	5	4	9.8	2.45
abraham	2	2	1	9.6	9.55
bryan	2	2	1	9.6	9.55
cohen	2	2	1	9.6	9.55
lauren	2	2	1	9.6	9.55
martha	2	2	1	9.6	9.55
mercedes	2	2	1	9.6	9.55
moses	2	2	1	9.6	9.55
ottawa	2	2	1	9.6	9.55
sanders	2	2	1	9.6	9.55
stanford	2	2	1	9.6	9.55
vienna	2	2	1	9.6	9.55
wade	2	2	1	9.6	9.55
hawaiian	3	3	2	9.6	4.79
czechoslovakia	5	5	4	9.6	2.4
carlton	3	3	2	9.4	4.68
johannesburg	4	3	2	9.4	4.68
brady	2	2	1	9.3	9.33
brisbane	3	2	1	9.3	9.33
glenn	2	2	1	9.3	9.33
hispanic	2	2	1	9.3	9.33
jackie	2	2	1	9.3	9.33
joel	2	2	1	9.3	9.33
quebec	2	2	1	9.3	9.33
sally	2	2	1	9.3	9.33
wwe	2	2	1	9.3	9.33
bangladesh	2	2	1	9.1	9.12
barack	2	2	1	9.1	9.12
casey	2	2	1	9.1	9.12
cincinnati	2	2	1	9.1	9.12
drake	2	2	1	9.1	9.12
florence	2	2	1	9.1	9.12
janet	2	2	1	9.1	9.12
katie	2	2	1	9.1	9.12
monica	2	2	1	9.1	9.12
mumbai	2	2	1	9.1	9.12
patriots	2	2	1	9.1	9.12
rebecca	2	2	1	9.1	9.12
azerbaijan	3	4	3	9.1	3.02
adrian	2	2	1	8.9	8.91
colombia	2	2	1	8.9	8.91
czech	2	2	1	8.9	8.91
ellis	2	2	1	8.9	8.91
finland	2	2	1	8.9	8.91
goin	2	2	1	8.9	8.91
iraqi	3	2	1	8.9	8.91
itunes	2	2	1	8.9	8.91
munich	2	2	1	8.9	8.91
reagan	2	2	1	8.9	8.91
shane	2	2	1	8.9	8.91
toyota	2	2	1	8.9	8.91
troy	2	2	1	8.9	8.91
annie	2	2	1	8.7	8.71
barnes	2	2	1	8.7	8.71
cox	2	2	1	8.7	8.71
curtis	2	2	1	8.7	8.71
lynch	2	2	1	8.7	8.71
medicare	2	2	1	8.7	8.71
nazis	2	2	1	8.7	8.71
newton	2	2	1	8.7	8.71
playstation	2	2	1	8.7	8.71
fitzgerald	3	3	2	8.7	4.37
geoffrey	3	3	2	8.7	4.37
andrews	3	2	1	8.5	8.51
berkeley	2	2	1	8.5	8.51
chad	2	2	1	8.5	8.51
cuban	2	2	1	8.5	8.51
davies	2	2	1	8.5	8.51
espn	2	2	1	8.5	8.51
henderson	2	2	1	8.5	8.51
ibm	2	2	1	8.5	8.51
isaac	2	2	1	8.5	8.51
leicester	2	2	1	8.5	8.51
liam	2	2	1	8.5	8.51
noah	2	2	1	8.5	8.51
pierce	2	2	1	8.5	8.51
raiders	2	2	1	8.5	8.51
seoul	2	2	1	8.5	8.51
sullivan	2	2	1	8.5	8.51
treasurer	1	2	1	8.5	8.51
venezuela	2	2	1	8.5	8.51
venice	2	2	1	8.5	8.51
vladimir	3	2	1	8.5	8.51
yankees	2	2	1	8.5	8.51
australians	3	3	2	8.5	4.27
sunderland	3	3	2	8.5	4.27
athens	2	2	1	8.3	8.32
betty	2	2	1	8.3	8.32
bmw	2	2	1	8.3	8.32
cardiff	2	2	1	8.3	8.32
essex	2	2	1	8.3	8.32
gabriel	2	2	1	8.3	8.32
gaza	2	2	1	8.3	8.32
honda	1	2	1	8.3	8.32
jamaica	3	2	1	8.3	8.32
joey	2	2	1	8.3	8.32
marines	2	2	1	8.3	8.32
montgomery	2	2	1	8.3	8.32
oakland	2	2	1	8.3	8.32
randy	2	2	1	8.3	8.32
seth	2	2	1	8.3	8.32
sharon	2	2	1	8.3	8.32
winston	2	2	1	8.3	8.32
algeria	3	3	2	8.3	4.17
jennings	3	3	2	8.3	4.17
swansea	3	3	2	8.3	4.17
carson	2	2	1	8.1	8.13
christine	2	2	1	8.1	8.13
danish	2	2	1	8.1	8.13
hebrew	2	2	1	8.1	8.13
hungary	2	2	1	8.1	8.13
idaho	2	2	1	8.1	8.13
lebron	2	2	1	8.1	8.13
mitch	2	2	1	8.1	8.13
nixon	2	2	1	8.1	8.13
ricky	2	2	1	8.1	8.13
ronald	2	2	1	8.1	8.13
sheffield	2	2	1	8.1	8.13
sophie	2	2	1	8.1	8.13
motherfucker	3	3	2	8.1	4.07
tottenham	3	3	2	8.1	4.07
benghazi	3	3	2	8.0	3.98
dundee	3	3	2	8.0	3.98
presbyterian	2	3	2	8.0	3.98
seymour	3	3	2	8.0	3.98
armstrong	2	2	1	7.9	7.94
delaware	2	2	1	7.9	7.94
dope	1	2	1	7.9	7.94
epa	2	2	1	7.9	7.94
fucks	1	2	1	7.9	7.94
ghana	2	2	1	7.9	7.94
gibson	2	2	1	7.9	7.94
gilbert	3	2	1	7.9	7.94
griffin	2	2	1	7.9	7.94
kenneth	2	2	1	7.9	7.94
lakers	2	2	1	7.9	7.94
leslie	3	2	1	7.9	7.94
quinn	2	2	1	7.9	7.94
riley	2	2	1	7.9	7.94
sebastian	2	2	1	7.9	7.94
sudan	2	2	1	7.9	7.94
titans	2	2	1	7.9	7.94
tory	2	2	1	7.9	7.94
trinity	2	2	1	7.9	7.94
vince	2	2	1	7.9	7.94
walt	2	2	1	7.9	7.94
allah	2	2	1	7.8	7.76
cubs	2	2	1	7.8	7.76
garcia	2	2	1	7.8	7.76
hawks	2	2	1	7.8	7.76
holocaust	2	2	1	7.8	7.76
hopkins	2	2	1	7.8	7.76
irs	2	2	1	7.8	7.76
jenny	2	2	1	7.8	7.76
lanka	2	2	1	7.8	7.76
memphis	2	2	1	7.8	7.76
monroe	2	2	1	7.8	7.76
mvp	2	2	1	7.8	7.76
obamacare	2	2	1	7.8	7.76
powell	2	2	1	7.8	7.76
roosevelt	3	2	1	7.8	7.76
willie	2	2	1	7.8	7.76
bahrain	2	3	2	7.8	3.89
mackenzie	3	3	2	7.8	3.89
worcester	3	3	2	7.8	3.89
lgbtq	4	4	3	7.7	2.57
abbey	2	2	1	7.6	7.59
andrea	2	2	1	7.6	7.59
baron	2	2	1	7.6	7.59
beatles	2	2	1	7.6	7.59
ferrari	2	2	1	7.6	7.59
holly	2	2	1	7.6	7.59
luther	2	2	1	7.6	7.59
manila	2	2	1	7.6	7.59
ncaa	2	2	1	7.6	7.59
yemen	2	2	1	7.6	7.59
boris	2	2	1	7.4	7.41
burke	2	2	1	7.4	7.41
europeans	2	2	1	7.4	7.41
fda	2	2	1	7.4	7.41
glen	2	2	1	7.4	7.41
gregory	3	2	1	7.4	7.41
hayes	2	2	1	7.4	7.41
heather	2	2	1	7.4	7.41
minneapolis	2	2	1	7.4	7.41
molly	2	2	1	7.4	7.41
mtv	2	2	1	7.4	7.41
muhammad	2	2	1	7.4	7.41
reuters	2	2	1	7.4	7.41
claudia	3	3	2	7.4	3.72
ibrahim	3	3	2	7.4	3.72
luxembourg	2	3	2	7.4	3.72
mccoy	2	3	2	7.4	3.72
fleming	3	3	2	7.3	3.63
macmillan	3	3	2	7.3	3.63
stevenson	3	3	2	7.3	3.63
ahh	2	2	1	7.2	7.24
alberta	3	2	1	7.2	7.24
baptist	2	2	1	7.2	7.24
biden	2	2	1	7.2	7.24
brett	2	2	1	7.2	7.24
browns	2	2	1	7.2	7.24
canadians	2	2	1	7.2	7.24
congressman	1	2	1	7.2	7.24
dodgers	2	2	1	7.2	7.24
ivan	2	2	1	7.2	7.24
joyce	2	2	1	7.2	7.24
lynn	2	2	1	7.2	7.24
manning	2	2	1	7.2	7.24
mickey	2	2	1	7.2	7.24
nsa	2	2	1	7.2	7.24
panama	2	2	1	7.2	7.24
sacramento	2	2	1	7.2	7.24
trevor	2	2	1	7.2	7.24
whore	1	2	1	7.2	7.24
brighton	2	2	1	7.1	7.08
brotherhood	2	2	1	7.1	7.08
buddhist	2	2	1	7.1	7.08
herbert	2	2	1	7.1	7.08
kerry	2	2	1	7.1	7.08
mlb	2	2	1	7.1	7.08
peterson	2	2	1	7.1	7.08
princeton	2	2	1	7.1	7.08
railways	1	2	1	7.1	7.08
richards	2	2	1	7.1	7.08
sherman	2	2	1	7.1	7.08
ufc	2	2	1	7.1	7.08
vietnamese	2	2	1	7.1	7.08
walsh	2	2	1	7.1	7.08
celtics	3	3	2	7.1	3.55
bangkok	2	2	1	6.9	6.92
bitches	2	2	1	6.9	6.92
bryant	3	2	1	6.9	6.92
catholics	2	2	1	6.9	6.92
crawford	2	2	1	6.9	6.92
dems	2	2	1	6.9	6.92
devon	2	2	1	6.9	6.92
felix	2	2	1	6.9	6.92
hating	2	2	1	6.9	6.92
jenkins	2	2	1	6.9	6.92
johns	2	2	1	6.9	6.92
louisville	2	2	1	6.9	6.92
melissa	2	2	1	6.9	6.92
milton	2	2	1	6.9	6.92
miranda	2	2	1	6.9	6.92
nash	2	2	1	6.9	6.92
nobel	2	2	1	6.9	6.92
norfolk	2	2	1	6.9	6.92
robbie	2	2	1	6.9	6.92
sox	2	2	1	6.9	6.92
swan	2	2	1	6.9	6.92
treason	1	2	1	6.9	6.92
vermont	2	2	1	6.9	6.92
wendy	3	2	1	6.9	6.92
crosby	3	3	2	6.9	3.47
gujarat	3	3	2	6.9	3.47
hernandez	2	3	2	6.9	3.47
mcconnell	3	3	2	6.9	3.47
mcgregor	3	3	2	6.9	3.47
nairobi	2	3	2	6.9	3.47
stephens	3	3	2	6.9	3.47
afghan	2	2	1	6.8	6.76
ahmed	2	2	1	6.8	6.76
boyd	2	2	1	6.8	6.76
calif	2	2	1	6.8	6.76
churchill	2	2	1	6.8	6.76
cyrus	2	2	1	6.8	6.76
diane	2	2	1	6.8	6.76
floyd	2	2	1	6.8	6.76
freeman	2	2	1	6.8	6.76
gandhi	3	2	1	6.8	6.76
katherine	2	2	1	6.8	6.76
llc	2	2	1	6.8	6.76
mick	2	2	1	6.8	6.76
nepal	2	2	1	6.8	6.76
newman	2	2	1	6.8	6.76
olivia	2	2	1	6.8	6.76
panthers	2	2	1	6.8	6.76
persian	2	2	1	6.8	6.76
vikings	3	2	1	6.8	6.76
gloucester	3	3	2	6.8	3.39
suzanne	3	3	2	6.8	3.39
mclaughlin	4	4	3	6.7	2.24
apollo	2	2	1	6.6	6.61
archbishop	2	2	1	6.6	6.61
belgian	3	2	1	6.6	6.61
calvin	2	2	1	6.6	6.61
christina	2	2	1	6.6	6.61
fraser	2	2	1	6.6	6.61
indianapolis	2	2	1	6.6	6.61
libya	2	2	1	6.6	6.61
timothy	2	2	1	6.6	6.61
wellington	2	2	1	6.6	6.61
whoa	2	2	1	6.6	6.61
kensington	3	3	2	6.6	3.31
wikileaks	2	3	2	6.6	3.31
zimmerman	3	3	2	6.6	3.31
middlesbrough	4	4	3	6.6	2.19
aberdeen	2	2	1	6.5	6.46
albany	2	2	1	6.5	6.46
anglo	2	2	1	6.5	6.46
archer	2	2	1	6.5	6.46
battalion	1	2	1	6.5	6.46
bruno	2	2	1	6.5	6.46
chester	2	2	1	6.5	6.46
eleanor	2	2	1	6.5	6.46
forbes	2	2	1	6.5	6.46
hawk	1	2	1	6.5	6.46
jill	2	2	1	6.5	6.46
lindsay	2	2	1	6.5	6.46
myanmar	2	2	1	6.5	6.46
nsw	2	2	1	6.5	6.46
protestant	2	2	1	6.5	6.46
rochester	2	2	1	6.5	6.46
